1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
909, private, terralith:desert_canyon, CREATURE, naturalist:bluejay, 8, 1, 4
910, private, terralith:desert_canyon, CREATURE, naturalist:canary, 8, 1, 4
911, private, terralith:desert_canyon, CREATURE, naturalist:cardinal, 8, 1, 4
912, private, terralith:desert_canyon, CREATURE, naturalist:lizard, 15, 1, 2
913, private, terralith:desert_canyon, CREATURE, naturalist:rattlesnake, 5, 1, 1
914, private, terralith:desert_canyon, CREATURE, naturalist:robin, 8, 1, 4
915, private, terralith:desert_canyon, CREATURE, naturalist:snail, 5, 1, 3
916, private, terralith:desert_canyon, CREATURE, naturalist:tortoise, 6, 1, 3
917, private, terralith:desert_canyon, CREATURE, naturalist:vulture, 15, 2, 4
918, private, terralith:desert_canyon, AMBIENT, minecraft:bat, 10, 8, 8
919, private, terralith:desert_canyon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
920, desert, terralith:desert_oasis, MONSTER, minecraft:spider, 80, 4, 4
921, desert, terralith:desert_oasis, MONSTER, minecraft:zombie, 19, 4, 4
922, desert, terralith:desert_oasis, MONSTER, minecraft:zombie_villager, 5, 1, 1
923, desert, terralith:desert_oasis, MONSTER, minecraft:skeleton, 80, 4, 4
924, desert, terralith:desert_oasis, MONSTER, minecraft:slime, 80, 4, 4
925, desert, terralith:desert_oasis, MONSTER, minecraft:witch, 5, 1, 1
926, desert, terralith:desert_oasis, MONSTER, minecraft:husk, 80, 4, 4
927, desert, terralith:desert_oasis, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
928, desert, terralith:desert_oasis, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
929, desert, terralith:desert_oasis, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
930, desert, terralith:desert_oasis, MONSTER, creeperoverhaul:desert_creeper, 75, 2, 2
931, desert, terralith:desert_oasis, MONSTER, endermanoverhaul:desert_enderman, 10, 1, 4
932, desert, terralith:desert_oasis, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
933, desert, terralith:desert_oasis, MONSTER, majruszsdifficulty:tank, 5, 1, 1
934, desert, terralith:desert_oasis, CREATURE, minecraft:rabbit, 5, 2, 3
935, desert, terralith:desert_oasis, CREATURE, naturalist:cardinal, 8, 1, 4
936, desert, terralith:desert_oasis, CREATURE, naturalist:lizard, 15, 1, 2
937, desert, terralith:desert_oasis, CREATURE, naturalist:rattlesnake, 5, 1, 1
938, desert, terralith:desert_oasis, CREATURE, naturalist:tortoise, 6, 1, 3
939, desert, terralith:desert_oasis, CREATURE, naturalist:vulture, 15, 2, 4
940, desert, terralith:desert_oasis, AMBIENT, minecraft:bat, 10, 8, 8
941, desert, terralith:desert_oasis, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
942, desert, terralith:desert_spires, MONSTER, minecraft:spider, 80, 4, 4
943, desert, terralith:desert_spires, MONSTER, minecraft:zombie, 19, 4, 4
944, desert, terralith:desert_spires, MONSTER, minecraft:zombie_villager, 5, 1, 1
945, desert, terralith:desert_spires, MONSTER, minecraft:skeleton, 80, 4, 4
946, desert, terralith:desert_spires, MONSTER, minecraft:slime, 80, 4, 4
947, desert, terralith:desert_spires, MONSTER, minecraft:witch, 5, 1, 1
948, desert, terralith:desert_spires, MONSTER, minecraft:husk, 80, 4, 4
949, desert, terralith:desert_spires, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
950, desert, terralith:desert_spires, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
951, desert, terralith:desert_spires, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
952, desert, terralith:desert_spires, MONSTER, creeperoverhaul:desert_creeper, 75, 2, 2
953, desert, terralith:desert_spires, MONSTER, endermanoverhaul:desert_enderman, 10, 1, 4
954, desert, terralith:desert_spires, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
955, desert, terralith:desert_spires, MONSTER, majruszsdifficulty:tank, 5, 1, 1
956, desert, terralith:desert_spires, CREATURE, minecraft:rabbit, 5, 2, 3
957, desert, terralith:desert_spires, CREATURE, naturalist:bluejay, 8, 1, 4
958, desert, terralith:desert_spires, CREATURE, naturalist:canary, 8, 1, 4
959, desert, terralith:desert_spires, CREATURE, naturalist:cardinal, 8, 1, 4
960, desert, terralith:desert_spires, CREATURE, naturalist:lizard, 15, 1, 2
961, desert, terralith:desert_spires, CREATURE, naturalist:rattlesnake, 5, 1, 1
962, desert, terralith:desert_spires, CREATURE, naturalist:robin, 8, 1, 4
963, desert, terralith:desert_spires, CREATURE, naturalist:snail, 5, 1, 3
964, desert, terralith:desert_spires, CREATURE, naturalist:tortoise, 6, 1, 3
965, desert, terralith:desert_spires, CREATURE, naturalist:vulture, 15, 2, 4
966, desert, terralith:desert_spires, AMBIENT, minecraft:bat, 10, 8, 8
967, desert, terralith:desert_spires, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
968, private, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
969, private, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
970, private, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
971, private, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
972, private, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
973, private, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
974, private, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
975, private, minecraft:dripstone_caves, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
976, private, minecraft:dripstone_caves, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
977, private, minecraft:dripstone_caves, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
978, private, minecraft:dripstone_caves, MONSTER, creeperoverhaul:dripstone_creeper, 75, 2, 2
979, private, minecraft:dripstone_caves, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
980, private, minecraft:dripstone_caves, MONSTER, majruszsdifficulty:tank, 5, 1, 1
981, private, minecraft:dripstone_caves, CREATURE, naturalist:snail, 5, 1, 3
982, private, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
983, private, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
984, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:spider, 80, 4, 4
985, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:zombie, 80, 4, 4
986, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
987, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
988, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:slime, 80, 4, 4
989, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:witch, 5, 1, 1
990, extreme_hills, terralith:emerald_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
991, extreme_hills, terralith:emerald_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
992, extreme_hills, terralith:emerald_peaks, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
993, extreme_hills, terralith:emerald_peaks, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
994, extreme_hills, terralith:emerald_peaks, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
995, extreme_hills, terralith:emerald_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
996, extreme_hills, terralith:emerald_peaks, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
997, extreme_hills, terralith:emerald_peaks, MONSTER, majruszsdifficulty:tank, 5, 1, 1
998, extreme_hills, terralith:emerald_peaks, CREATURE, naturalist:bluejay, 8, 1, 4
999, extreme_hills, terralith:emerald_peaks, CREATURE, naturalist:canary, 8, 1, 4
1000, extreme_hills, terralith:emerald_peaks, CREATURE, naturalist:robin, 8, 1, 4
1001, extreme_hills, terralith:emerald_peaks, CREATURE, naturalist:snail, 5, 1, 3
1002, extreme_hills, terralith:emerald_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1003, extreme_hills, terralith:emerald_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1004, private, minecraft:end_barrens, MONSTER, minecraft:enderman, 10, 4, 4
1005, private, minecraft:end_barrens, MONSTER, endermanoverhaul:end_enderman, 5, 1, 2
1006, private, minecraft:end_highlands, MONSTER, minecraft:enderman, 10, 4, 4
1007, private, minecraft:end_highlands, MONSTER, endermanoverhaul:end_enderman, 5, 1, 2
1008, private, minecraft:end_highlands, MONSTER, endermanoverhaul:end_islands_enderman, 5, 1, 1
1009, private, minecraft:end_midlands, MONSTER, minecraft:enderman, 10, 4, 4
1010, private, minecraft:end_midlands, MONSTER, endermanoverhaul:end_enderman, 5, 1, 2
1011, private, minecraft:end_midlands, MONSTER, endermanoverhaul:end_islands_enderman, 5, 1, 1
1012, badlands, minecraft:eroded_badlands, MONSTER, minecraft:spider, 80, 4, 4
1013, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
1014, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
1015, badlands, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
1016, badlands, minecraft:eroded_badlands, MONSTER, minecraft:slime, 80, 4, 4
1017, badlands, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
1018, badlands, minecraft:eroded_badlands, MONSTER, creeperoverhaul:badlands_creeper, 75, 2, 2
1019, badlands, minecraft:eroded_badlands, MONSTER, endermanoverhaul:badlands_enderman, 10, 1, 4
1020, badlands, minecraft:eroded_badlands, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1021, badlands, minecraft:eroded_badlands, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
1022, badlands, minecraft:eroded_badlands, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1023, badlands, minecraft:eroded_badlands, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1024, badlands, minecraft:eroded_badlands, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1025, badlands, minecraft:eroded_badlands, CREATURE, naturalist:rattlesnake, 5, 1, 1
1026, badlands, minecraft:eroded_badlands, CREATURE, naturalist:vulture, 15, 2, 4
1027, badlands, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
1028, badlands, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1029, forest, minecraft:flower_forest, MONSTER, minecraft:spider, 80, 4, 4
1030, forest, minecraft:flower_forest, MONSTER, minecraft:zombie, 80, 4, 4
1031, forest, minecraft:flower_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1032, forest, minecraft:flower_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1033, forest, minecraft:flower_forest, MONSTER, minecraft:creeper, 80, 4, 4
1034, forest, minecraft:flower_forest, MONSTER, minecraft:slime, 80, 4, 4
1035, forest, minecraft:flower_forest, MONSTER, minecraft:witch, 5, 1, 1
1036, forest, minecraft:flower_forest, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
1037, forest, minecraft:flower_forest, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1038, forest, minecraft:flower_forest, MONSTER, endermanoverhaul:flower_fields_enderman, 5, 1, 2
1039, forest, minecraft:flower_forest, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1040, forest, minecraft:flower_forest, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1041, forest, minecraft:flower_forest, CREATURE, minecraft:sheep, 12, 4, 4
1042, forest, minecraft:flower_forest, CREATURE, minecraft:chicken, 10, 4, 4
1043, forest, minecraft:flower_forest, CREATURE, minecraft:cow, 8, 4, 4
1044, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 5, 2, 3
1045, forest, minecraft:flower_forest, CREATURE, naturalist:bear, 8, 1, 2
1046, forest, minecraft:flower_forest, CREATURE, naturalist:boar, 15, 4, 4
1047, forest, minecraft:flower_forest, CREATURE, naturalist:butterfly, 20, 3, 5
1048, forest, minecraft:flower_forest, CREATURE, naturalist:cardinal, 8, 1, 4
1049, forest, minecraft:flower_forest, CREATURE, naturalist:deer, 8, 1, 3
1050, forest, minecraft:flower_forest, CREATURE, naturalist:finch, 8, 1, 4
1051, forest, minecraft:flower_forest, CREATURE, minecraft:fox, 6, 2, 4
1052, forest, minecraft:flower_forest, CREATURE, naturalist:lizard, 15, 1, 2
1053, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 6, 2, 3
1054, forest, minecraft:flower_forest, CREATURE, naturalist:robin, 8, 1, 4
1055, forest, minecraft:flower_forest, CREATURE, naturalist:snail, 5, 1, 3
1056, forest, minecraft:flower_forest, CREATURE, naturalist:snake, 5, 1, 1
1057, forest, minecraft:flower_forest, AMBIENT, minecraft:bat, 10, 8, 8
1058, forest, minecraft:flower_forest, AMBIENT, naturalist:firefly, 80, 2, 3
1059, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1060, forest, minecraft:forest, MONSTER, minecraft:spider, 80, 4, 4
1061, forest, minecraft:forest, MONSTER, minecraft:zombie, 80, 4, 4
1062, forest, minecraft:forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1063, forest, minecraft:forest, MONSTER, minecraft:skeleton, 80, 4, 4
1064, forest, minecraft:forest, MONSTER, minecraft:creeper, 80, 4, 4
1065, forest, minecraft:forest, MONSTER, minecraft:slime, 80, 4, 4
1066, forest, minecraft:forest, MONSTER, minecraft:enderman, 10, 1, 4
1067, forest, minecraft:forest, MONSTER, minecraft:witch, 5, 1, 1
1068, forest, minecraft:forest, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1069, forest, minecraft:forest, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1070, forest, minecraft:forest, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1071, forest, minecraft:forest, CREATURE, minecraft:sheep, 12, 4, 4
1072, forest, minecraft:forest, CREATURE, minecraft:chicken, 10, 4, 4
1073, forest, minecraft:forest, CREATURE, minecraft:cow, 8, 4, 4
1074, forest, minecraft:forest, CREATURE, minecraft:wolf, 8, 4, 4
1075, forest, minecraft:forest, CREATURE, naturalist:bear, 8, 1, 2
1076, forest, minecraft:forest, CREATURE, naturalist:boar, 15, 4, 4
1077, forest, minecraft:forest, CREATURE, naturalist:butterfly, 20, 3, 5
1078, forest, minecraft:forest, CREATURE, naturalist:cardinal, 8, 1, 4
1079, forest, minecraft:forest, CREATURE, naturalist:deer, 8, 1, 3
1080, forest, minecraft:forest, CREATURE, naturalist:finch, 8, 1, 4
1081, forest, minecraft:forest, CREATURE, minecraft:fox, 6, 2, 4
1082, forest, minecraft:forest, CREATURE, naturalist:lizard, 15, 1, 2
1083, forest, minecraft:forest, CREATURE, minecraft:rabbit, 6, 2, 3
1084, forest, minecraft:forest, CREATURE, naturalist:robin, 8, 1, 4
1085, forest, minecraft:forest, CREATURE, naturalist:snail, 5, 1, 3
1086, forest, minecraft:forest, CREATURE, naturalist:snake, 5, 1, 1
1087, forest, minecraft:forest, AMBIENT, minecraft:bat, 10, 8, 8
1088, forest, minecraft:forest, AMBIENT, naturalist:firefly, 80, 2, 3
1089, forest, minecraft:forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1090, forest, terralith:forested_highlands, MONSTER, minecraft:spider, 80, 4, 4
1091, forest, terralith:forested_highlands, MONSTER, minecraft:zombie, 80, 4, 4
1092, forest, terralith:forested_highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
1093, forest, terralith:forested_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
1094, forest, terralith:forested_highlands, MONSTER, minecraft:slime, 80, 4, 4
1095, forest, terralith:forested_highlands, MONSTER, minecraft:enderman, 10, 1, 4
1096, forest, terralith:forested_highlands, MONSTER, minecraft:witch, 5, 1, 1
1097, forest, terralith:forested_highlands, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1098, forest, terralith:forested_highlands, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1099, forest, terralith:forested_highlands, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1100, forest, terralith:forested_highlands, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
1101, forest, terralith:forested_highlands, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1102, forest, terralith:forested_highlands, CREATURE, minecraft:sheep, 12, 4, 4
1103, forest, terralith:forested_highlands, CREATURE, minecraft:chicken, 10, 4, 4
1104, forest, terralith:forested_highlands, CREATURE, minecraft:cow, 8, 4, 4
1105, forest, terralith:forested_highlands, CREATURE, minecraft:horse, 5, 1, 3
1106, forest, terralith:forested_highlands, CREATURE, minecraft:donkey, 5, 1, 3
1107, forest, terralith:forested_highlands, CREATURE, minecraft:wolf, 5, 4, 4
1108, forest, terralith:forested_highlands, CREATURE, naturalist:bear, 8, 1, 2
1109, forest, terralith:forested_highlands, CREATURE, naturalist:bluejay, 8, 1, 4
1110, forest, terralith:forested_highlands, CREATURE, naturalist:boar, 15, 4, 4
1111, forest, terralith:forested_highlands, CREATURE, naturalist:butterfly, 20, 3, 5
1112, forest, terralith:forested_highlands, CREATURE, naturalist:canary, 8, 1, 4
1113, forest, terralith:forested_highlands, CREATURE, naturalist:cardinal, 8, 1, 4
1114, forest, terralith:forested_highlands, CREATURE, naturalist:deer, 8, 1, 3
1115, forest, terralith:forested_highlands, CREATURE, naturalist:finch, 8, 1, 4
1116, forest, terralith:forested_highlands, CREATURE, minecraft:fox, 6, 2, 4
1117, forest, terralith:forested_highlands, CREATURE, naturalist:lizard, 15, 1, 2
1118, forest, terralith:forested_highlands, CREATURE, minecraft:rabbit, 6, 2, 3
1119, forest, terralith:forested_highlands, CREATURE, naturalist:robin, 8, 1, 4
1120, forest, terralith:forested_highlands, CREATURE, naturalist:snail, 5, 1, 3
1121, forest, terralith:forested_highlands, CREATURE, naturalist:snake, 5, 1, 1
1122, forest, terralith:forested_highlands, AMBIENT, minecraft:bat, 10, 8, 8
1123, forest, terralith:forested_highlands, AMBIENT, naturalist:firefly, 80, 2, 3
1124, forest, terralith:forested_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1125, private, terralith:fractured_savanna, MONSTER, minecraft:spider, 80, 4, 4
1126, private, terralith:fractured_savanna, MONSTER, minecraft:zombie, 80, 4, 4
1127, private, terralith:fractured_savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
1128, private, terralith:fractured_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
1129, private, terralith:fractured_savanna, MONSTER, minecraft:slime, 80, 4, 4
1130, private, terralith:fractured_savanna, MONSTER, minecraft:witch, 5, 1, 1
1131, private, terralith:fractured_savanna, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1132, private, terralith:fractured_savanna, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1133, private, terralith:fractured_savanna, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
1134, private, terralith:fractured_savanna, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1135, private, terralith:fractured_savanna, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
1136, private, terralith:fractured_savanna, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1137, private, terralith:fractured_savanna, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
1138, private, terralith:fractured_savanna, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
1139, private, terralith:fractured_savanna, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1140, private, terralith:fractured_savanna, CREATURE, minecraft:horse, 5, 1, 3
1141, private, terralith:fractured_savanna, CREATURE, minecraft:donkey, 5, 1, 1
1142, private, terralith:fractured_savanna, CREATURE, minecraft:wolf, 8, 4, 4
1143, private, terralith:fractured_savanna, CREATURE, naturalist:bluejay, 8, 1, 4
1144, private, terralith:fractured_savanna, CREATURE, naturalist:boar, 15, 4, 4
1145, private, terralith:fractured_savanna, CREATURE, naturalist:canary, 8, 1, 4
1146, private, terralith:fractured_savanna, CREATURE, naturalist:cardinal, 8, 1, 4
1147, private, terralith:fractured_savanna, CREATURE, naturalist:elephant, 10, 2, 3
1148, private, terralith:fractured_savanna, CREATURE, naturalist:finch, 8, 1, 4
1149, private, terralith:fractured_savanna, CREATURE, naturalist:giraffe, 10, 2, 4
1150, private, terralith:fractured_savanna, CREATURE, naturalist:hippo, 15, 3, 4
1151, private, terralith:fractured_savanna, CREATURE, naturalist:lion, 8, 3, 5
1152, private, terralith:fractured_savanna, CREATURE, naturalist:rattlesnake, 5, 1, 1
1153, private, terralith:fractured_savanna, CREATURE, naturalist:rhino, 15, 1, 3
1154, private, terralith:fractured_savanna, CREATURE, naturalist:snail, 5, 1, 3
1155, private, terralith:fractured_savanna, CREATURE, naturalist:vulture, 15, 2, 4
1156, private, terralith:fractured_savanna, CREATURE, naturalist:zebra, 10, 2, 3
1157, private, terralith:fractured_savanna, AMBIENT, minecraft:bat, 10, 8, 8
1158, private, terralith:fractured_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1159, private, terralith:fractured_savanna, UNDERGROUND_WATER_CREATURE, minecraft:axolotl, 10, 4, 6
1160, private, terralith:frozen_cliffs, MONSTER, minecraft:spider, 80, 4, 4
1161, private, terralith:frozen_cliffs, MONSTER, minecraft:zombie, 80, 4, 4
1162, private, terralith:frozen_cliffs, MONSTER, minecraft:zombie_villager, 5, 1, 1
1163, private, terralith:frozen_cliffs, MONSTER, minecraft:skeleton, 20, 4, 4
1164, private, terralith:frozen_cliffs, MONSTER, minecraft:slime, 80, 4, 4
1165, private, terralith:frozen_cliffs, MONSTER, minecraft:enderman, 10, 1, 4
1166, private, terralith:frozen_cliffs, MONSTER, minecraft:witch, 5, 1, 1
1167, private, terralith:frozen_cliffs, MONSTER, minecraft:stray, 80, 4, 4
1168, private, terralith:frozen_cliffs, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1169, private, terralith:frozen_cliffs, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1170, private, terralith:frozen_cliffs, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1171, private, terralith:frozen_cliffs, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1172, private, terralith:frozen_cliffs, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1173, private, terralith:frozen_cliffs, CREATURE, minecraft:rabbit, 10, 2, 3
1174, private, terralith:frozen_cliffs, CREATURE, minecraft:polar_bear, 5, 1, 2
1175, private, terralith:frozen_cliffs, CREATURE, naturalist:bluejay, 8, 1, 4
1176, private, terralith:frozen_cliffs, CREATURE, naturalist:coral_snake, 5, 1, 1
1177, private, terralith:frozen_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
1178, private, terralith:frozen_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1179, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1180, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1181, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1182, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1183, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1184, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 10, 1, 4
1185, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1186, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1187, ocean, minecraft:frozen_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1188, ocean, minecraft:frozen_ocean, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1189, ocean, minecraft:frozen_ocean, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1190, ocean, minecraft:frozen_ocean, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1191, ocean, minecraft:frozen_ocean, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1192, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 5, 1, 2
1193, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1194, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1195, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
1196, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1197, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
1198, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1199, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
1200, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
1201, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
1202, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 10, 1, 4
1203, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
1204, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1205, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1206, extreme_hills, minecraft:frozen_peaks, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1207, extreme_hills, minecraft:frozen_peaks, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1208, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1209, extreme_hills, minecraft:frozen_peaks, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1210, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 5, 1, 3
1211, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:bluejay, 8, 1, 4
1212, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:canary, 8, 1, 4
1213, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:robin, 8, 1, 4
1214, extreme_hills, minecraft:frozen_peaks, CREATURE, naturalist:snail, 5, 1, 3
1215, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1216, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1217, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
1218, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
1219, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
1220, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
1221, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
1222, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 10, 1, 4
1223, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
1224, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 5, 1, 1
1225, river, minecraft:frozen_river, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1226, river, minecraft:frozen_river, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
