1, repurposed_structures:bastion_underground, HEADING, header:ignore, 0, 0, 0
374, repurposed_structures:fortress_jungle, MONSTER, minecraft:wither_skeleton, 5, 1, 1
375, repurposed_structures:fortress_jungle, MONSTER, minecraft:skeleton, 10, 1, 3
376, repurposed_structures:fortress_jungle, MONSTER, minecraft:zombie, 10, 1, 4
377, repurposed_structures:fortress_jungle, MONSTER, minecraft:spider, 10, 1, 3
378, repurposed_structures:fortress_jungle, MONSTER, minecraft:creeper, 5, 1, 2
379, repurposed_structures:fortress_jungle, MONSTER, minecraft:enderman, 30, 1, 2
380, repurposed_structures:fortress_jungle, MONSTER, minecraft:witch, 20, 1, 2
381, repurposed_structures:temple_nether_crimson, HEADING, header:ignore, 0, 0, 0
382, terralith:rubble_desert, HEADING, header:ignore, 0, 0, 0
383, repurposed_structures:igloo_grassy, HEADING, header:ignore, 0, 0, 0
384, mvs:carts/cart, HEADING, header:ignore, 0, 0, 0
385, minecraft:end_city, HEADING, header:ignore, 0, 0, 0
386, repurposed_structures:mineshaft_swamp, HEADING, header:ignore, 0, 0, 0
387, mvs:well/well, HEADING, header:ignore, 0, 0, 0
388, mvs:other_decoration/fox_hut, HEADING, header:ignore, 0, 0, 0
389, repurposed_structures:outpost_jungle, HEADING, header:ignore, 0, 0, 0
390, repurposed_structures:outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 1
391, mvs:cartographer_tower, HEADING, header:ignore, 0, 0, 0
392, repurposed_structures:stronghold_nether, HEADING, header:ignore, 0, 0, 0
393, repurposed_structures:stronghold_nether, MONSTER, minecraft:blaze, 10, 2, 3
394, repurposed_structures:stronghold_nether, MONSTER, minecraft:zombified_piglin, 30, 4, 4
395, repurposed_structures:stronghold_nether, MONSTER, minecraft:wither_skeleton, 10, 5, 5
396, repurposed_structures:stronghold_nether, MONSTER, minecraft:skeleton, 20, 5, 5
397, repurposed_structures:stronghold_nether, MONSTER, minecraft:magma_cube, 30, 4, 4
398, mvs:nature/large_mushroom, HEADING, header:ignore, 0, 0, 0
399, mvs:nature/boulder, HEADING, header:ignore, 0, 0, 0
400, minecraft:ruined_portal_mountain, HEADING, header:ignore, 0, 0, 0
401, mvs:dead_tree/mangrove, HEADING, header:ignore, 0, 0, 0
402, mvs:nature/floating_islands, HEADING, header:ignore, 0, 0, 0
